comment_id,original_comment,aspects,sentiments,confidences,aspect_count
487,kayaknya selain biar beda dengan video review a video review a dengan tes gaming seolah ingin membuktikan bahwa dengan soc kombinasi ui dan fitur yg ditawarkan a jd salah satu midrange lengkap dengan kemampuan merata di hampir semua aspek dan jujur makin merasa ga salah pilih ambil a sminggu lebih lalu buat gantiin note lite saya so far puas sekali sm kombinasinya,"Camera, Performance, Features, Software","negative, neutral, neutral, positive","0.439, 0.912, 0.950, 0.582",4
488,ada sih game fps enak dimainin catur misalnya,Performance,positive,0.987,1
491,kalo beli akhir tahun masih worth to buy ga,Price,positive,0.983,1
493,jagatreview sekarang worth it kah,Price,negative,0.496,1
494,kalo video playback dgn hz dpt brp jam bang thanks,Camera,neutral,0.995,1
497,kuncinya butuh kamera telephoto atau ngga kalo ngga menurut saya mending ke a dan gb masalah batere masih cukup besar bs sharian dan charger w samsung bukan kaleng termasuk cepet,"Camera, Performance, Battery","neutral, neutral, neutral","0.995, 0.993, 0.856",3
506,maaf om kalo om mainya make valhiem di aov jelas gak akan drop tp kalo mainya make bright sama roice jamin bakal ada penurunan fps soalnya efeknya pas dia ulti parah,"Audio, BuildQuality","negative, positive","0.996, 0.941",2
511,nonton video kami mengenai ip dan ingress protection lainnya akan terjawab di situ,Camera,neutral,0.997,1
521,ambil poco x pro kalo mau performa tinggi kalo ga masalah dengan performa cukup ambil a,Performance,positive,0.592,1
523,game ff buriq terlalu enteng kaya upil kering,Performance,negative,0.990,1
525,gws ganyu wangy sekali,Audio,positive,0.979,1
527,galaxy a udah pake heatpipe ditambah one ui jadi lebih stabil kinerja processornya,Software,neutral,0.832,1
528,cuma disini review hp yg lengkap dan komplit puas nontonya mantulll,Network,positive,0.996,1
530,next uji game di smartphone buah buahan xr terus bandingin sama snapdragon series,Performance,neutral,0.994,1
533,masih setia ama xiaomi bang soalnya dari awal kenal android pakenya redmi a sih ampe sekarang masih selalu pake xiaomi bukanya gamampu beli samsung cuma emang dari awal beli xiaomi jaman masih nguli dan sekarang alhamdulillah udah kerja lebih baik dan sekarang tinggal nunggu rilisnya poco x pro karna uangnya udah kekumpul,Software,neutral,0.984,1
537,elanghendysubrata kebanyak pasti karna dari segi harga yg di serang kalo untuk samsung sih emang namanya udah besar dari dulu dan untuk sebuah brand besar patutlah punya harga tinggi kaum mifen yg suka jelek in brand lain ini dari segi harga ini yg ngeselin banget bikin mifen seolah kaum mlarat dulu jaman nguli sih pen banget punya samsung biar punya barang brand tapi apa mau di kata dulu masih susah buat ngumpulin duit sekarang giliran bisa ngumpulin duit malah udah kadung sreg sama si brand x ini,Price,positive,0.915,1
548,baterainya gimana awet gak bang,"Storage, Battery","negative, positive","0.527, 0.493",2
554,terimakasih kepada jagatre eh maksudnya pak dosen untuk request test game omyouji arena saya didengarkan itu game saya mainkan di samsung a padahal setting grafik extreme low sudah tidak ketolong lagi pas main paling sekitaran cuman fps ntah kenapa game buatan netease grafik paling rendah tetep aja terasa berat di samsung a saya ini,"BuildQuality, Performance, Design","neutral, negative, negative","0.531, 0.962, 0.962",3
556,gilak baru tau jagat kalau ngetes produk all out banget kelihatannya sih hasil akhirnya kelihatan mudah tapi dibalik layar perfeksionis banget mantap lah jadi makin trust ama jagat,Display,positive,0.997,1
561,kurangnya lubang kameranya bikin merinding bagi pengidap trypophobia mending disamarkan bezel kamera belakangnya pake warna gelap,"Camera, Audio, BuildQuality, Design","neutral, positive, neutral, neutral","0.816, 0.725, 0.956, 0.697",4
570,nah honkai impact lah,Performance,positive,0.967,1
574,om mau request boleh test game fortnite di chip mid range terima kasih banyak,Performance,neutral,0.997,1
576,yg masuk cuma versi gnya karena di indo belum ada g,Network,neutral,0.965,1
580,galaxy a hape yg lagi hype nya dengan fitur semi flagship dengan desain gen s,"Design, Features","neutral, neutral","0.977, 0.513",2
581,dan akhirnya ada yang menguji hp ini dengan game marverl future fight btw bang gue pake samsung s mending ganti a apa keep s ya,Performance,neutral,0.975,1
582,a sama a kan ga beda jauh harga dan spec nya lebih worth beli yang mana ya,Price,positive,0.989,1
584,jagatreview dana aman plus minusnya signifikan nggak ya kelebihan dan kekurangannya jika dibandingkan side by side lebih baik yg mana ya masih bimbang apa nunggu a g ya,"Performance, Design","neutral, neutral","0.593, 0.640",2
585,kristianthosulistiohadi kuncinya butuh kamera telephoto atau ngga kalo ngga menurut saya mending ke a dan gb masalah batere masih cukup besar bs sharian dan charger w samsung bukan kaleng termasuk cepet kalo g gausah tlalu ngarep masuk gan g pun blom jelas sampe skrg kapan bisa terkoneksi,"Camera, Performance, Battery","neutral, neutral, neutral","0.998, 0.993, 0.856",3
587,nyaris beli a cakep banget akhirnya beli a demi layar gede biar bisa nonton lebih enak biar muka nya kang dedy lebih gede lagi,"Display, Design","neutral, positive","0.932, 0.983",2
588,jagat saya mau usulkan game tahun ini akan banyak game mobile terbaru yang nyiksa hp kalo boleh masukin ke daftar review hp,Performance,neutral,0.995,1
589,tinggal nunggu a vs redmi note pro beda juta tp ios ip vs lebih murah juta,Price,negative,0.633,1
591,a ois ip hasil video stabil di semua resolusi dan lensa apalagi kalo pake ultra steady max di fhd fps m batere gede mah layarnya lebih besar tergantung kbutuhan,"Camera, Display, Battery","neutral, neutral, positive","0.931, 0.993, 0.752",3
596,malikibra a berarti kan samasama dapat update os sampai kali kayak sebelumnya cuman bedanya yg tahun kemarin cuma sampai android kalo tahun ini sampai android ambilnya yg gb aja ya biar nggak nanggung dan cepat penuh,"Performance, Software","positive, neutral","0.994, 0.872",2
598,game line gets rich dong om dapet grafik apa,Performance,neutral,0.857,1
601,tim jagat bikin dong pembahasan redmi note pro ama hape ini mana yang worth itjadi bingung nih mau ngambil hape ini atau redmi note pro soalnya kalo diliat dari spek ada fitur yg ada di redmi note pro tapi gak ada di hape ini juga sebaliknya,"Features, Price","neutral, negative","0.991, 0.989",2
602,perbedaan paling mencolok di galaxy a yaitu one ui,"Performance, Software","negative, neutral","0.712, 0.991",2
604,note pro dong buat video kaya gini juga,Camera,negative,0.695,1
605,saya udah belitp sayang ya blm g tp yg keluaran diglobal udah g kenapa indonesia blm g ya,Network,negative,0.885,1
607,kalo pengen yg tahan air ambil samsung kalo nggak butuh fitur tahan air ya ambil redmi note pro,Features,neutral,0.926,1
612,gitu dong kenapa ga dari dulu a pake snapdragon aja emang sih honkai impact sma genshin impact adalah game susah buat stabil klo ga di pc ni aja poco x aja agak frame dikit tapi ga sering lebih ke fps keatas jarang fps ke bawah,"BuildQuality, Performance","neutral, negative","0.564, 0.988",2
613,lebih suka yg ke gini reviewny gaming ny diperbnyk,Performance,neutral,0.837,1
616,kalo mau baterai gede ambil m kalo ga masalah sama baterai standar ambil a,Battery,neutral,0.988,1
617,simonqg zy untuk software bagusan mana bang,Software,positive,0.542,1
618,ariswb sama aja sih bang kan sama pake one ui cuma bedanya kalo a kan uinya udah yg terbaru sedangkan kalo m itu awal rilis uinya masih versi tapi sekarang udah update ke one ui harusnya,Software,neutral,0.961,1
619,ariswb seri m itu biasanya pake one ui core one ui yang sederhana dan dipangkas²,Software,neutral,0.985,1
620,melihat harganya a gb jadi pilihan yang tepat untuk gantikan samsung galaxy a yang sudah tahun menemani,Price,neutral,0.615,1
625,nunggu spesifikasi kaya a tp g,Features,negative,0.977,1
633,gaming review experience yang a jg donk min gg,Performance,neutral,0.775,1
634,sama aja om kan cuma beda ukuran layar sama kamera telescope doang,"Camera, Display","neutral, neutral","0.956, 0.994",2
640,mending redmi note pro amoled hz,Display,neutral,0.970,1
649,malem tim jagat tambahin dong setiap review game ark survival mobile itu game lumayan berat sih wlw blm fully optimized tapi sungguh mampu nge boost soc sampai ke ujung makasi kalo sudah mau baca,"Performance, Design","negative, negative","0.939, 0.939",2
650,ntar coba test game fortnite dong downloadnya di galaxy store,Performance,neutral,0.982,1
651,baru sebulan pakai a dah keluar pula a aduh teknologi ini cepat kali ngabisin uang padahal gitu aja,Performance,negative,0.995,1
652,jangan nyesel dulu bro update osnya lumayan tuh sisa kali lagi kan nyampe android,Software,neutral,0.959,1
655,fps ini cuma bisa di k fps aja yg bisa fps itu cuma di resolusi p aja,Display,negative,0.753,1
657,me watching from a clear case nya ada om ngumpet di kotak bagian tutup nya di dalem kotak bareng sim ejector dan manu,Network,neutral,0.958,1
658,ka mau nanya gimana selama makai a terus kalau buat video insta di rekam dari kamera instagram gimana,Camera,neutral,0.902,1
659,mbps sebelumnya pake p pro buat kamera masih lebih suka p pro tapi surprisingly buat instagram story udah lancar ga kaya android jadul yg patah secara pemakaian sehari ga jauh beda antara a dan p pro meskipun satu nya mid range satunya flagship,"Camera, Software","positive, negative","0.909, 0.983",2
660,gan ada masalah touchscreen nya ga punya saya ga responsif gitu dibagian sekitar analog game misal pubg dan ml kalau digerakin cepat pakai jempol,"BuildQuality, Performance","neutral, neutral","0.995, 0.689",2
661,aldonisinaga wait kayaknya saya juga ngerasa ini nih tapi kondisi nya nyaru sama jempol saya yang memang biasanya keringetan dan bikin analog susah jalan,BuildQuality,negative,0.992,1
663,game dari mihoyo emang berat banget snapdragon sering an aja masih susah dapat fps yang tinggi,"Performance, Design","negative, negative","0.988, 0.988",2
664,beli hape kok review nya game terus,Performance,negative,0.900,1
665,ya karena rata yg beli orang indo khususnya doyan maen game sampe ada yg rumah tangganya hancur gara game doang bahkan ada yg gila juga,Performance,positive,0.659,1
666,review macam apa yang gaada test game orang goa lo bang,Performance,negative,0.986,1
668,game lain set fps gameplay fps genshinhonkai set fps gameplay fps,Performance,neutral,0.990,1
670,mungkin kedepannya untuk game test bisa ditambah rhythm game seperti arcaea untuk test sensitivitas layar,"Display, Performance","neutral, neutral","0.995, 0.978",2
671,pas sebelom menit pertama pas video kamera depan muka om ded kadang normal kadang merah,Camera,neutral,0.993,1
672,nambah sejuta buat ambil mi t worth it enggak sih,Price,negative,0.765,1
673,klo ngincer chipset camera ya worth it sangat beda kelas ny jauh chipset ny,Price,positive,0.971,1
675,taon lg jg g pasti masi abal cok di indo plg cepet jg taon an lg bru lumayan nyebar ke daerah,Network,negative,0.834,1
676,yg ditanyain sih seri g dari a ini apakah ada bisik dr samsung bakal masuk ke indo kalo masalah jaringan g katanya sih indo lg berbenahmonggo dibaca ulang pertanyaannya,Network,neutral,0.906,1
683,overall menang a bro cuman kalah di chipset doang kamera mp renot pro pun blm bisa ngalahin mp a krn ada ois nya,Camera,neutral,0.781,1
684,hi coop hovhothor rata kanan,BuildQuality,neutral,0.926,1
685,bisa dalam air game panas hehehe,Performance,negative,0.658,1
692,yang di tunggu tunggu menkrep stabil fpssayangnya tidak di uji ledakin tnt apakah bisa dapat fps,Display,neutral,0.987,1
694,kapan nih ada review soal kekurangan seperti bug software gak berani kah,Software,negative,0.994,1
695,akhmadmaulana bug earphone aja sering sering kebalik suara kiri kanannya harus restart dulu baru pulih,"Audio, Software","negative, neutral","0.819, 0.994",2
696,xiaomi raja bug anjir internet ilang wifi ilang sinyalnya kadang memori eksternal ga kebaca wkwk apalagi habis update makin banyak bug,"Network, Connectivity, Storage, Software","negative, negative, negative, negative","0.997, 0.995, 0.925, 0.997",4
697,animehdindo nah ini kyaknya sinyal sering ilang gara bug miuinya pake wifi aja dibuat main game pingnya sering jumping apalagipake data seluler ganti room aja gak ada kendala padahal,"Performance, Connectivity, Network","negative, negative, negative","0.952, 0.993, 0.916",3
698,game mihontod selalu nyiksa hp,Performance,positive,0.986,1
709,request pengujian game hp game boosted samsung,Performance,neutral,0.994,1
710,coba genshin di test pas event akhir windblume festival yang dvalin nongol p,Performance,neutral,0.986,1
712,jagat mantap tetapi saya harap kedepannya jika ada pengujian game untuk smartphone bisa menyertakan game bergenre ritmerhythm karena cukup banyak player game rhythm yang membutuhkan smartphone yang bisa memainkan game rhythm dengan mulus dan lancar terdapat beberapa aspek yang dicari player game rhythm seperti tidak adanya touch delay pada layar dan average fps yang tinggi karena bermain game rhythm butuh akurasi dan ketepatan serta juga beberapa game rhythm terutama yang dari jepang terkadang juga memberikan efek visual yang mungkin memengaruhi performa game tersebut thanks jagat untuk kontennya,"Display, Performance","neutral, neutral","0.960, 0.997",2
714,bikin video khusus bahas knox dong om pengen tau lebih jauh,Camera,neutral,0.997,1
715,bagus nih jdi biar tau poin tentang knox dan bedanya dengan fitur sejenis lainnya,Features,neutral,0.850,1
716,secara singkatnya kayak sistem penyimpanan file ber password jadi klo misal hp anda hilang kejual terus lupa ngehapus file yg penting bisa dijamin aman plus dpt support thn update,"Network, Connectivity, Storage, Software","negative, negative, negative, positive","0.967, 0.967, 0.798, 0.647",4
717,redmi not om game tes,Performance,negative,0.941,1
726,bahas donk black shark yang harganya jutaan,Price,neutral,0.689,1
731,kalau game berat bisa game ringan rasanya jadi gk guna kecuali pengen ngetes fps,"Performance, Design","positive, positive","0.754, 0.754",2
732,perhatikan komen di sini semua ingin lihat gamenya dites bukan game berat mana yang jalan hehehe menurut kami juga kalo game berat jalan yg ringan aman sih,"Performance, Design","negative, negative","0.994, 0.994",2
736,pakde saya request untuk kedepannya benchmark hp jgan game tok tapi coba instal kinemaster dan video lapisannya dapet resolusi berapa dan bisa berapa kali layer mantep,"Camera, Display, Performance","neutral, neutral, neutral","0.966, 0.993, 0.672",3
737,kinemaster akan punya optimalisasi utk setiap soc karena mereka ga setransparan adobe kami susah utk menentukan pakai itu apalagi jarang yg pakai versi resminya,"Performance, Software","positive, neutral","0.863, 0.726",2
